orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf
RciRcJ9LHw,Deep Learning,Large Language Models,Poster,False,5,10,SmartThinker: Progressive Chain-of-Thought Length Calibration for Efficient Large Language Model Reasoning,Chenzhi Hu; Qinzhe Hu; Yuhang Xu; Junyi Chen; Ruijie Wang; Shengzhong Liu; Jianxin Li; Fan Wu; Guihai Chen,2603.08000,https://openreview.net/forum?id=RciRcJ9LHw,2603.08000,2603.08000
U4U77OLsy1,Social Aspects,Accountability Transparency And Interpretability,Poster,False,3,6,Sparse Relaxed-Lasso Steering: Automatic Sparse Autoencoder Feature Selection for Precise Image Editing,Zongxin Liu; Xiaoyong Xue; Sun Weidi; Shengchao Qin; Lijun Zhang,,https://openreview.net/forum?id=U4U77OLsy1,,
6j88qckao7,Social Aspects,Accountability Transparency And Interpretability,Poster,False,5,10,Auditing Sybil: Explaining Deep Lung Cancer Risk Prediction Through Generative Interventional Attributions,Bartlomiej Sobieski; Jakub Grzywaczewski; Karol Dobiczek; Mateusz Wójcik; Tomasz Bartczak; Szatkowski Patryk; Przemysław Bombiński; Matthew Tivnan; Przemyslaw Biecek,2602.02560,https://openreview.net/forum?id=6j88qckao7,2602.02560,
8obMsWKFRJ,Deep Learning,Large Language Models,Poster,False,5,10,Strategy Executability in Mathematical Reasoning: Leveraging Human–Model Differences for Effective Guidance,Weida Liang; Yiyou Sun; Shuyuan Nan; Chuang Li; Dawn Song; Kenji Kawaguchi,2602.22583,https://openreview.net/forum?id=8obMsWKFRJ,2602.22583,2602.22583
hf8AxmTInT,Applications,Computer Vision,Poster,False,2,4,VIBE: Disentangling Social Dynamics via Kinematics-Informed Variational Inference for Behavioral Emotion,Abhishek Pratap Singh; Vaibhav Pratap Singh; Deepak Kumar; Balasubramanian Raman,,https://openreview.net/forum?id=hf8AxmTInT,,
efxovXR9xH,Applications,Computer Vision,Poster,False,6,12,GASS: Geometry-Aware Spherical Sampling for Disentangled Diversity Enhancement in Text-to-Image Generation,Ye Zhu; Kaleb Newman; Johannes F. Lutzeyer; Adriana Romero-Soriano; Michal Drozdzal; Olga Russakovsky,2602.17200,https://openreview.net/forum?id=efxovXR9xH,2602.17200,2602.17200
rmWRfKECEC,Reinforcement Learning,Policy Search,Poster,False,6,12,Twice Sequential Monte Carlo for Tree Search,Yaniv Oren; Joery A. de Vries; Pascal R. Van der Vaart; Matthijs T. J. Spaan; Wendelin Boehmer,2511.14220,https://openreview.net/forum?id=rmWRfKECEC,2511.14220,
kYVjfc56RT,Deep Learning,Large Language Models,Poster,False,5,10,Video2GUI: Synthesizing Large-Scale Interaction Trajectories for Generalized GUI Agent Pretraining,Weimin Xiong; Shuhao Gu; Bowen Ye; Zihao Yue; Lei Li; Feifan Song; Sujian Li; Hao Tian,2605.14747,https://openreview.net/forum?id=kYVjfc56RT,2605.14747,2605.14747
0T8UmNuZJn,Optimization,Large Scale Parallel And Distributed,Poster,False,2,4,Bottleneck Communication Delay Minimization for Communication-Efficient Decentralized Learning,Nozomi Hata; Kenta Niwa,,https://openreview.net/forum?id=0T8UmNuZJn,,
P7RGcAOZZ3,Applications,Computer Vision,Poster,False,5,10,Geometry-Aware Dataset Condensation for Diffusion Model Training,Xiao Cui; Yulei Qin; Mo Zhu; Wengang Zhou; Hongsheng Li; Houqiang Li,2606.05883,https://openreview.net/forum?id=P7RGcAOZZ3,2606.05883,
0OpwiqWPQJ,Applications,Computer Vision,Poster,False,6,12,Phy-CoSF: Physics-Guided Continuous Spectral Fields Reconstruction and Spectral Super-Resolution for Snapshot Compressive Imaging,Wudi Chen; Zhiyuan Zha; Xin Yuan; Shigang Wang; Bihan Wen; Jiantao Zhou; Gang Yan; zipei fan; Ce Zhu,2605.13583,https://openreview.net/forum?id=0OpwiqWPQJ,2605.13583,
gz7hVnrRWq,Reinforcement Learning,,Poster,True,6,12,Advancing LLM Reasoning with Natural Language and Numerical Feedback,Xiaoying Zhang; Yipeng Zhang; Hao Sun; Kaituo Feng; Chaochao Lu; Chao Yang; Helen M. Meng,2506.03106,https://openreview.net/forum?id=gz7hVnrRWq,2506.03106,2506.03106
cmTjoiRyyr,Deep Learning,Attention Mechanisms,Poster,False,5,10,Softplus Attention with Re-weighting Boosts Length Extrapolation in Large Language Models,Bo Gao; Michael W. Spratling; Letizia Gionfrida,2501.13428,https://openreview.net/forum?id=cmTjoiRyyr,2501.13428,2501.13428
tVwJRXfSYY,Applications,Computer Vision,Poster,False,5,10,Interpretability Transfer from Language to Vision via Sparse Autoencoders,Alexey Kravets; Da Li; Chuan Li; Da Chen; Vinay P. Namboodiri,2605.24946,https://openreview.net/forum?id=tVwJRXfSYY,2605.24946,
fch6yT64ZH,General Machine Learning,Supervised Learning,Poster,False,3,6,Learning to Rank by Directly Optimizing Full-Order Probabilities,Yongxiang Tang; Chao Wang; Jincheng Lu; Yanhua Cheng; Xialong Liu; Peng Jiang,,https://openreview.net/forum?id=fch6yT64ZH,,
GxWTX93etl,Deep Learning,Large Language Models,Poster,False,3,6,Task-Aware Preference Calibration for Direct Preference Optimization,Mengyang Li; Zhong Zhang; Pinlong Zhao,,https://openreview.net/forum?id=GxWTX93etl,,
jNO4iYhZUu,Optimization,Zeroorder And Blackbox Optimization,Poster,False,3,6,$\texttt{MetaDistill}$: Unlocking the Performance Ceiling for Pretrained Optimizers,Muqi Han; Ruoqi Xing; Kai Wu; Xiaoyu Zhang; Handing Wang; Zilong Wang,,https://openreview.net/forum?id=jNO4iYhZUu,,
N9kBjRH0Cx,Deep Learning,Algorithms,Poster,False,1,2,Deep Trajectory Supervision: Deep Supervision Strikes Back,Han Wang; Weijie Wang; Jiaqi Liu; Hilde Kuehne; Nicu Sebe,,https://openreview.net/forum?id=N9kBjRH0Cx,,
TA2eE0lJmf,Deep Learning,Large Language Models,Poster,False,2,4,Great Minds Think Alike: Contextual Tacit Communication for Decentralized LLM-Agent Cooperation,Yue Pei; Hongming Zhang; Jiarui Guan; Jusheng Zhang; Liang Lin; Haogang Zhu; Ziliang Chen,,https://openreview.net/forum?id=TA2eE0lJmf,,
tDft0AHhzH,Reinforcement Learning,Everything Else,Poster,False,5,10,Tvcache: A Tool-Value Cache for Post-Training LLM Agents,Abhishek Vijaya Kumar; Bhaskar Kataria; Byungsoo Oh; Emaad Manzoor; Rachee Singh,2602.10986,https://openreview.net/forum?id=tDft0AHhzH,2602.10986,
2SUX04aKod,Deep Learning,Large Language Models,Poster,False,5,10,Break the Block: Dynamic-size Reasoning Blocks for Diffusion Large Language Models via Monotonic Entropy Descent with Reinforcement Learning,Yan Jiang; Ruihong Qiu; Zi Huang,2605.02263,https://openreview.net/forum?id=2SUX04aKod,2605.02263,
TL787dxmIM,Deep Learning,Large Language Models,Poster,False,5,10,TimeChat-Captioner: Scripting Multi-Scene Videos with Time-Aware and Structural Audio-Visual Captions,Linli Yao; Yuancheng Wei; Yaojie Zhang; Lei Li; Xinlong Chen; Feifan Song; Ziyue Wang; Kun Ouyang; Yuanxin Liu; Lingpeng Kong; Qi Liu; Pengfei Wan; Kun Gai; Yuanxing Zhang; Xu Sun,2602.08711,https://openreview.net/forum?id=TL787dxmIM,2602.08711,2602.08711
hUjHHGOocl,Theory,Learning Theory,Poster,False,5,10,A Task-centric Theory for Iterative Self-Improvement with Easy-to-Hard Curricula,Chenruo Liu; Yijun Dong; Yiqiu Shen; Qi Lei,2602.10014,https://openreview.net/forum?id=hUjHHGOocl,2602.10014,
SNRYGh6n69,Applications,Health Medicine,Poster,False,5,10,MoLF: Mixture-of-Latent-Flow for Pan-Cancer Spatial Gene Expression Prediction from Histology,Susu Hu; Stefanie Speidel,2602.02282,https://openreview.net/forum?id=SNRYGh6n69,2602.02282,2602.02282
FP23eFYhAy,Applications,Health Medicine,Poster,False,6,12,GLEAN: Guideline-Grounded Evidence Accumulation for High-Stakes Agent Verification,Yichi Zhang; Nabeel Seedat; Yinpeng Dong; Peng Cui; Jun Zhu; Mihaela van der Schaar,2603.02798,https://openreview.net/forum?id=FP23eFYhAy,2603.02798,
YQmrP0zjmh,Applications,Everything Else,Poster,False,6,12,LithoDreamer: A Physics-Informed World Model for Multi-Stage Computational Lithography,Yuqi Jiang; Yumeng Liu; Zimu Li; Jinyuan Deng; Qian Jin; Yucheng Cui; Yu Li; Xunzhao Yin; Qi Sun; Cheng Zhuo,2606.26713,https://openreview.net/forum?id=YQmrP0zjmh,2606.26713,
997oprE4sh,Deep Learning,Large Language Models,Poster,False,5,10,Autoregressive Language Models are Secretly Energy-Based Models: Insights into the Lookahead Capabilities of Next-Token Prediction,Mathieu Blondel; Michael Eli Sander; Germain Vivier-Ardisson; Tianlin Liu; Vincent Roulet,2512.15605,https://openreview.net/forum?id=997oprE4sh,2512.15605,
J36ARcNLEv,General Machine Learning,Transfer Multitask And Metalearning,Poster,False,5,10,Beyond Point-wise Neural Collapse: A Topology-Aware Hierarchical Classifier for Class-Incremental Learning,HuiYu Yi; Xu Zhiming; Dunwei Tu; Zhicheng Wang; Baile Xu; Furao Shen,2605.11904,https://openreview.net/forum?id=J36ARcNLEv,2605.11904,
ugjBMARbyt,Theory,Online Learning And Bandits,Poster,False,6,12,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",Lorenzo Croissant,2502.07397,https://openreview.net/forum?id=ugjBMARbyt,2502.07397,
Q8LOMDdr2y,General Machine Learning,Evaluation,Poster,False,5,10,AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters,Hanjun Luo; Zhimu Huang; Sylvia Chung; Yiran Wang; Yingbin Jin; Jialin Li; Jiang Li; Xinfeng Li; Hanan Salam,2605.22645,https://openreview.net/forum?id=Q8LOMDdr2y,2605.22645,
GR335S9IgZ,General Machine Learning,Evaluation,Poster,False,5,10,CentaurEval: Benchmarking Human-in-the-Loop Value in Agentic Coding,Hanjun Luo; Chiming Ni; Jiaheng Wen; Zhimu Huang; Bingduo Liao; Sylvia Chung; Yiran Wang; Yingbin Jin; Jialin Li; Xinfeng Li; Wenyuan Xu; XiaoFeng Wang; Hanan Salam,2512.04111,https://openreview.net/forum?id=GR335S9IgZ,2512.04111,
jnguJEJmYP,Reinforcement Learning,Online,Poster,False,6,12,Credit-assigned Policy Gradient for Early Stage Retrieval in Two-stage Ranking,Haruka Kiyohara; Mihaela Curmei; Ariel Evnine; Shankar Kalyanaraman; Israel Nir; Ana-Roxana Pop; Nitzan Razin; Sarah Dean; Thorsten Joachims; Udi Weinsberg,2605.26385,https://openreview.net/forum?id=jnguJEJmYP,2605.26385,
XoaS2r1ezP,Deep Learning,Robustness,Poster,False,5,10,Rethinking Evaluation Paradigms in IBP-based Certified Training,Konstantin Kaulen; Hadar Shavit; Holger H. Hoos,2606.02134,https://openreview.net/forum?id=XoaS2r1ezP,2606.02134,
2m0o0Fdqu6,Optimization,Nonconvex,Poster,False,5,10,Lower Complexity Bounds for Nonconvex-Strongly-Convex Bilevel Optimization with First-Order Oracles,Kaiyi Ji,2511.19656,https://openreview.net/forum?id=2m0o0Fdqu6,2511.19656,
et8jpWLUuD,Deep Learning,Large Language Models,Poster,True,6,12,POET-X: Memory-efficient LLM Training by Scaling Orthogonal Transformation,Zeju Qiu; Lixin Liu; Adrian Weller; Han Shi; Weiyang Liu,2603.05500,https://openreview.net/forum?id=et8jpWLUuD,2603.05500,
a6KDxLeU7y,Deep Learning,Large Language Models,Poster,False,5,10,Think Fast and Slow: Step-Level Cognitive Depth Adaptation for LLM Agents,Ruihan Yang; Fanghua Ye; Xiang Wei; Ruoqing Zhao; Kang Luo; Xinbo Xu; Bo Zhao; Ruotian Ma; Shanyi Wang; Zhaopeng Tu; Xiaolong Li; Deqing Yang; Liefeng Bo,2602.12662,https://openreview.net/forum?id=a6KDxLeU7y,2602.12662,2602.12662
jxHF6z0S1L,Deep Learning,Other Representation Learning,Poster,False,3,6,CrossQ: Task-Aligned Cross-Token Conditional Quantization for Late Interaction Retrieval,Rohit Kumar Salla; Manoj Saravanan; Ramya Manasa Amancherla,,https://openreview.net/forum?id=jxHF6z0S1L,,
MSQq78w3JN,Deep Learning,Generative Models And Autoencoders,Poster,False,5,10,RePack then Refine: Efficient Diffusion Transformers with Vision Foundation Models,Guanfang Dong; Luke Schultz; Negar Hassanpour; Chao Gao,2512.12083,https://openreview.net/forum?id=MSQq78w3JN,2512.12083,2512.12083
DK0kvnNelx,Deep Learning,Large Language Models,Poster,True,6,12,FlexRank: Nested Low-Rank Knowledge Decomposition for Adaptive Model Deployment,Riccardo Zaccone; Stefanos Laskaridis; Marco Ciccone; Samuel Horváth,2602.02680,https://openreview.net/forum?id=DK0kvnNelx,2602.02680,2602.02680
KWlraRUdwI,Deep Learning,Attention Mechanisms,Poster,False,6,12,Functional Attention: From Pairwise Affinities to Functional Correspondences,Jiefang Xiao; Maolin Gao; Simon Weber; Guandao Yang; Daniel Cremers,2605.31559,https://openreview.net/forum?id=KWlraRUdwI,2605.31559,2605.31559
oaYX7VEBcq,General Machine Learning,Unsupervised And Semisupervised Learning,Poster,False,3,6,Newton-coupled Dual-Teacher Semi-supervised Learning Framework,Hongyang He; Xinyuan Song; Yan Zhong; Daizong Liu; Xuanyu Liu; Victor Sanchez,,https://openreview.net/forum?id=oaYX7VEBcq,,
x7LWdQlwY7,Applications,Computer Vision,Poster,False,6,12,From Blind Spots to Gains: Diagnostic-Driven Iterative Training for Large Multimodal Models,Hongrui Jia; Chaoya Jiang; Yongrui Heng; Shikun Zhang; Wei Ye,2602.22859,https://openreview.net/forum?id=x7LWdQlwY7,2602.22859,2602.22859
IexQEyHm2L,Reinforcement Learning,Batchoffline,Poster,False,6,12,Causal Flow Q-Learning for Robust Offline Reinforcement Learning,Mingxuan Li; Junzhe Zhang; Elias Bareinboim,2602.02847,https://openreview.net/forum?id=IexQEyHm2L,2602.02847,
WArbqRUsAe,Deep Learning,Large Language Models,Poster,False,6,12,FormulaCode: Evaluating Agentic Optimization on Large Codebases,Atharva Sehgal; James Hou; Akanksha Sarkar; Ishaan Mantripragada; Swarat Chaudhuri; Jennifer J. Sun; Yisong Yue,2603.16011,https://openreview.net/forum?id=WArbqRUsAe,2603.16011,2603.16011
XHZK5abtw2,Deep Learning,Large Language Models,Poster,False,6,12,$\tau$-Knowledge: Evaluating Conversational Agents over Unstructured Knowledge,Quan Shi; Alexandra Zytek; Pedram Razavi; Karthik R Narasimhan; Victor Barres,2603.04370,https://openreview.net/forum?id=XHZK5abtw2,2603.04370,2603.04370
6ml27Kec2C,Applications,Everything Else,Poster,False,6,12,OpenSage: Self-programming Agent Generation Engine,Hongwei Li; Zhun Wang; Qinrun Dai; Yuzhou Nie; Jinjun Peng; Ruitong Liu; Jingyang Zhang; Kaijie Zhu; Jingxuan He; Lun Wang; Yangruibo Ding; Yueqi Chen; Wenbo Guo; Dawn Song,2602.16891,https://openreview.net/forum?id=6ml27Kec2C,2602.16891,
TP8OuKKmsf,Applications,Neuroscience Cognitive Science,Poster,False,6,12,Let EEG Models Learn EEG,Yifan Wang; Yijia Ma; Wen Li; Chenyu You,2605.21280,https://openreview.net/forum?id=TP8OuKKmsf,2605.21280,
iPTCYxloni,Applications,Neuroscience Cognitive Science,Poster,False,5,10,Image-to-Brain Signal Generation for Visual Prosthesis with CLIP Guided Multimodal Diffusion Models,Ganxi Xu; Zhao-Rong Lai; Yuting Tang; Yonghao Song; Guoxu Zhou; Boyu Wang; Jian Zhu; Jinyi Long,2509.00787,https://openreview.net/forum?id=iPTCYxloni,2509.00787,
pwRN50iCj4,General Machine Learning,Representation Learning,Poster,False,2,4,HVAE: Hyperbolic Variational Autoencoder For Flexible Knowledge Transfer Across Multiple Domains,Xiaolei Liu; Binfeng Wang; Kaixin Gao; Shaoshuai Li,,https://openreview.net/forum?id=pwRN50iCj4,,
TA3NDHgNJh,Theory,Game Theory,Poster,False,5,10,Enhancing Affine Maximizer Auctions with Correlation-Aware Payment,Haoran Sun; Xuanzhi Xia; Xu Chu; Xiaotie Deng,2602.09455,https://openreview.net/forum?id=TA3NDHgNJh,2602.09455,
6249M0mKR2,General Machine Learning,Evaluation,Poster,True,2,4,DRPBench: Evaluating LLMs in Concurrent Code Comprehension via Fine-Grained Data Race Prediction,Yuqi Guo; Siwei Wei; Yan Cai,,https://openreview.net/forum?id=6249M0mKR2,,
sI5pTdXuXc,General Machine Learning,,Poster,False,3,6,FedScar: Correcting Geometric Bias for Flatness-Consistent Federated Learning,Jianfeng Lu; YuZhao Xiang; Yue Chen; Gang Li; Shuqin Cao; Guanghui Wen,,https://openreview.net/forum?id=sI5pTdXuXc,,
b6GrfsjedF,General Machine Learning,Kernel Methods,Poster,False,2,4,FedVeer: Self-Adaptive Skew Estimation for Robust Federated Learning,Yun Xin; Bangqi Pan; Jianfeng Lu; Shuqin Cao; Gang Li; Guanghui Wen,,https://openreview.net/forum?id=b6GrfsjedF,,
f6rJlcdN4x,Deep Learning,Selfsupervised Learning,Poster,False,6,12,MIND: Decoupling Model-Induced Label Noise via Latent Manifold Disentanglement,Dayong Ren,2605.16081,https://openreview.net/forum?id=f6rJlcdN4x,2605.16081,
I7qW7mXhRF,General Machine Learning,Sequential Network And Time Series Modeling,Poster,False,2,4,Conditional Quantile Adjusted Conformal Prediction for Time Series,Cheng Yu; Zhoufan Zhu; Ke Zhu,,https://openreview.net/forum?id=I7qW7mXhRF,,
cyR2FtZzY1,Deep Learning,Large Language Models,Poster,False,6,12,Block Rotation is All You Need for MXFP4 Quantization,Yuantian Shao; Peisong Wang; Yuanteng Chen; Chang Xu; Zhihui Wei; Jian Cheng,2511.04214,https://openreview.net/forum?id=cyR2FtZzY1,2511.04214,2511.04214
gIkOQkb4fU,Applications,Robotics,Poster,False,6,12,LAST: Bridging Vision-Language and Action Manifolds via Gromov-Wasserstein Alignment,Huaihai Lyu; Chaofan Chen; Yuheng Ji; Xiansheng Chen; Pengwei Wang; Shanghang Zhang; Changsheng Xu,2606.11221,https://openreview.net/forum?id=gIkOQkb4fU,2606.11221,
RuTNWE1wr7,General Machine Learning,Unsupervised And Semisupervised Learning,Poster,True,6,12,Beyond Global Alignment: Fine-Grained Motion-Language Retrieval via Pyramidal Shapley-Taylor Learning,Hanmo Chen; Guangtao Lyu; Chenghao Xu; Jiexi Yan; Xu Yang; Cheng Deng,2601.21904,https://openreview.net/forum?id=RuTNWE1wr7,2601.21904,
372oAcqeKh,Deep Learning,Large Language Models,Poster,False,5,10,Unleashing Implicit Rewards: Prefix-Value Learning for Distribution-Level Optimization,Shiping Gao; Hongzhan Chen; Xiaojun Quan; Qifan Wang; Lifu Huang,2604.13197,https://openreview.net/forum?id=372oAcqeKh,2604.13197,
GNrBEnHPPv,Applications,Computer Vision,Poster,False,3,6,Butterworth as Attention: Anisotropic Spectral Gating for Pansharpening,Zhenggang Wang; Wu Wang; Huazhe Liang; Tai-Xiang Jiang,,https://openreview.net/forum?id=GNrBEnHPPv,,
1yTbhxUGef,Applications,Computer Vision,Poster,False,5,10,Task-Aware Structured Memory for Dynamic Multi-modal In-Context Learning,Zhirui Chen; Ziwei Chen; Ling Shao,2606.11853,https://openreview.net/forum?id=1yTbhxUGef,2606.11853,2606.11853
lwOoBzJykL,Applications,Robotics,Poster,True,5,10,LaST$_{0}$: Latent Spatio-Temporal Chain-of-Thought for Robotic Vision-Language-Action Model,Zhuoyang Liu; Jiaming Liu; Hao Chen; Jiale Yu; Ziyu Guo; Chengkai Hou; Chenyang Gu; Xiangju Mi; Renrui Zhang; Kun Wu; Zhengping Che; Jian Tang; Pheng-Ann Heng; Shanghang Zhang,2601.05248,https://openreview.net/forum?id=lwOoBzJykL,2601.05248,2601.05248
jSOVSYO6YX,Reinforcement Learning,Batchoffline,Poster,False,6,12,Return-to-Go Is More Than a Number: Q-Guided Alignment for Return-Conditioned Supervised Learning,Yuxiao Yang; Weitong Zhang,2605.29028,https://openreview.net/forum?id=jSOVSYO6YX,2605.29028,
CPN5KsCpiE,Deep Learning,Large Language Models,Poster,False,6,12,Experience is the Best Teacher: Motivating Effective Exploration in Reinforcement Learning for LLMs,Wenjian Zhang; Kongcheng Zhang; Jiaxin Qi; Jianqiang Huang; Baisheng Lai,2603.20046,https://openreview.net/forum?id=CPN5KsCpiE,2603.20046,2603.20046
JLQV6NxS6W,Deep Learning,Large Language Models,Poster,False,6,12,"RLAnything: Forge Environment, Policy, and Reward Model in Completely Dynamic RL System",Yinjie Wang; Tianbao Xie; Ke Shen; Mengdi Wang; Ling Yang,2602.02488,https://openreview.net/forum?id=JLQV6NxS6W,2602.02488,2602.02488
uQJktmCJZ4,Optimization,,Poster,False,5,10,OPT-Engine: Benchmarking the Limits of LLMs in Optimization Modeling via Complexity Scaling,Yitian Chen; Cheng Cheng; Yinan Sun; Zi Ling; Dongdong Ge,2601.19924,https://openreview.net/forum?id=uQJktmCJZ4,2601.19924,2601.19924
WM9haplntn,Deep Learning,,Poster,False,5,10,MetaMoE: Diversity-Aware Proxy Selection for Privacy-Preserving Mixture-of-Experts Unification,Weisen Jiang; Shuhao Chen; Sinno Jialin Pan,2605.14289,https://openreview.net/forum?id=WM9haplntn,2605.14289,
dilKIGbrZu,Applications,Health Medicine,Poster,False,5,10,Towards Universal Gene Regulatory Network Inference: Unlocking Generalizable Regulatory Knowledge in Single-cell Foundation Models,Jiaxin Qi; Hang Li; Yan Cui; Yuhua Zheng; Jianqiang Huang,2605.08128,https://openreview.net/forum?id=dilKIGbrZu,2605.08128,
x88YyM4ano,Applications,Computer Vision,Poster,False,4,8,CLIP Tricks You: Training-free Token Pruning for Efficient Pixel Grounding in Large Vision-Language Models,Sangin Lee; Yukyung Choi,2605.13178,https://openreview.net/forum?id=x88YyM4ano,2605.13178,
YjPDsCH5zg,General Machine Learning,Causality,Poster,False,2,4,Unveiling Prior-Data Fitted Networks on Causal Effect Estimation: Pre-Training or Fine-Tuning?,Haotian Wang; Xinpeng Lv; Hao Zou; Yanghao Xiao; Shanzhi Gu; Yang Shi; Yunxin Mao; Yuanxing Zhang; Mingyang Geng; Shaowu Yang; Haoxuan Li; Wenjing Yang; Peng Cui; Zhouchen Lin,,https://openreview.net/forum?id=YjPDsCH5zg,,
9SLQACsSbw,Social Aspects,Fairness,Poster,False,5,10,Differentiable Optimization Layers for Guaranteed Fairness in Deep Learning,David Troxell; Noah Roemer; Guido Montufar,2605.17118,https://openreview.net/forum?id=9SLQACsSbw,2605.17118,
